source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonical,,
,,,,,,,,,Dermacentor margitum (Sulzer),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,margitum,,,,(Sulzer),,,,,,Dermacentor margitum,,
,,,,,,,,,Dermacentor margitus Sulzer,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,margitus,,,,Sulzer,,,,,,Dermacentor margitus,,
,,,,,,,,,Dermacentor modestus Banks,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,modestus,,,,Banks,,,,,,Dermacentor modestus,,
,,,,,,,,,Dermacentor montanus ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,montanus,,,,,,,,,,Dermacentor montanus,,
,,,,,,,,,Dermacentor nitens ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,nitens,,,,,,,,,,Dermacentor nitens,,
,,,,,,,,,Dermacentor niveus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,niveus,,,,Neumann,,,,,,Dermacentor niveus,,
,,,,,,,,,Dermacentor nuttalli Olenev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,nuttalli,,,,Olenev,,,,,,Dermacentor nuttalli,,
,,,,,,,,,Dermacentor occidentalis Marx,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,occidentalis,,,,Marx,,,,,,Dermacentor occidentalis,,
,,,,,,,,,"Dermacentor pamensis Apanaskevich & Bermudez, 2013",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,pamensis,,,,"Apanaskevich & Bermudez, 2013",,,,,,Dermacentor pamensis,,
,,,,,,,,,Dermacentor parumapertus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,parumapertus,,,,Neumann,,,,,,Dermacentor parumapertus,,
,,,,,,,,,Dermacentor pavlovskyi Olenev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,pavlovskyi,,,,Olenev,,,,,,Dermacentor pavlovskyi,,
,,,,,,,,,Dermacentor pictus Hermann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,pictus,,,,Hermann,,,,,,Dermacentor pictus,,
,,,,,,,,,Dermacentor raskemensis Pomerantzev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,raskemensis,,,,Pomerantzev,,,,,,Dermacentor raskemensis,,
,,,,,,,,,Dermacentor reticulatus (Fabricius),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,reticulatus,,,,(Fabricius),,,,,,Dermacentor reticulatus,,
,,,,,,,,,Dermacentor rhinocerinus denny ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,rhinocerinus,denny,,,,,,,,,Dermacentor rhinocerinus denny,,
,,,,,,,,,Dermacentor rhinocerinus (Denny),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,rhinocerinus,,,,(Denny),,,,,,Dermacentor rhinocerinus,,
,,,,,,,,,Dermacentor rhinocerotis (De Geer),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,rhinocerotis,,,,(De Geer),,,,,,Dermacentor rhinocerotis,,
,,,,,,,,,"Dermacentor silvarum ablutus Schulze, 1933",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,silvarum,ablutus,,,"Schulze, 1933",,,,,,Dermacentor silvarum ablutus,,
,,,,,,,,,Dermacentor silvarum Olenev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,silvarum,,,,Olenev,,,,,,Dermacentor silvarum,,
,,,,,,,,,Dermacentor sinicus pallidior Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,sinicus,pallidior,,,Schulze,,,,,,Dermacentor sinicus pallidior,,
,,,,,,,,,Dermacentor sinicus sinicus Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,sinicus,sinicus,,,Schulze,,,,,,Dermacentor sinicus sinicus,,
,,,,,,,,,Dermacentor sinicus Schulz,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,sinicus,,,,Schulz,,,,,,Dermacentor sinicus,,
,,,,,,,,,Dermacentor steini leviculus Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,steini,leviculus,,,Schulze,,,,,,Dermacentor steini leviculus,,
,,,,,,,,,Dermacentor steini steini Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,steini,steini,,,Schulze,,,,,,Dermacentor steini steini,,
,,,,,,,,,Dermacentor steini Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,steini,,,,Schulze,,,,,,Dermacentor steini,,
,,,,,,,,,Dermacentor taiwanensis Sugimoto,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,taiwanensis,,,,Sugimoto,,,,,,Dermacentor taiwanensis,,
,,,,,,,,,Dermacentor ushakovae ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,ushakovae,,,,,,,,,,Dermacentor ushakovae,,
,,,,,,,,,Dermacentor variabilis (Say),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,variabilis,,,,(Say),,,,,,Dermacentor variabilis,,
,,,,,,,,,Dermacentor venustus Marx,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Dermacentor,,venustus,,,,Marx,,,,,,Dermacentor venustus,,
,,,,,,,,,Haemaphysalis abolmisalis ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,abolmisalis,,,,,,,,,,Haemaphysalis abolmisalis,,
,,,,,,,,,Haemaphysalis aborensis Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aborphysalis,aborensis,,,,Warburton,,,,,,Haemaphysalis aborensis,,
,,,,,,,,,Haemaphysalis aciculifer Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,aciculifer,,,,Warburton,,,,,,Haemaphysalis aciculifer,,
,,,,,,,,,Haemaphysalis aculeata Lavarra,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,aculeata,,,,Lavarra,,,,,,Haemaphysalis aculeata,,
,,,,,,,,,Haemaphysalis adleri Feldman-Muhsam,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,adleri,,,,Feldman-Muhsam,,,,,,Haemaphysalis adleri,,
,,,,,,,,,Haemaphysalis anomala Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,anomala,,,,Warburton,,,,,,Haemaphysalis anomala,,
,,,,,,,,,"Haemaphysalis anoplos Hoogstraal, Uilenberg & Klein",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,anoplos,,,,"Hoogstraal, Uilenberg & Klein",,,,,,Haemaphysalis anoplos,,
,,,,,,,,,Haemaphysalis aponommoides Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Alloceraea,aponommoides,,,,Warburton,,,,,,Haemaphysalis aponommoides,,
,,,,,,,,,Haemaphysalis asiatica (Supino),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,asiatica,,,,(Supino),,,,,,Haemaphysalis asiatica,,
,,,,,,,,,"Haemaphysalis atherurus Hoogstraal, Trapido & Kohls",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aborphysalis,atherurus,,,,"Hoogstraal, Trapido & Kohls",,,,,,Haemaphysalis atherurus,,
,,,,,,,,,Haemaphysalis bancrofti Nuttall & Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,bancrofti,,,,Nuttall & Warburton,,,,,,Haemaphysalis bancrofti,,
,,,,,,,,,Haemaphysalis bandicota Hoogstraal & Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,bandicota,,,,Hoogstraal & Kohls,,,,,,Haemaphysalis bandicota,,
,,,,,,,,,Haemaphysalis bartelsi schulze Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,bartelsi,schulze,,,Schulze,,,,,,Haemaphysalis bartelsi schulze,,
,,,,,,,,,Haemaphysalis bartelsi Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,bartelsi,,,,Schulze,,,,,,Haemaphysalis bartelsi,,
,,,,,,,,,Haemaphysalis bedfordi ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,bedfordi,,,,,,,,,,Haemaphysalis bedfordi,,
,,,,,,,,,"Haemaphysalis bequaerti Hoogstraal, 1956",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,bequaerti,,,,"Hoogstraal, 1956",,,,,,Haemaphysalis bequaerti,,
,,,,,,,,,Haemaphysalis birmaniae Supino,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,birmaniae,,,,Supino,,,,,,Haemaphysalis birmaniae,,
,,,,,,,,,Haemaphysalis bispinosa Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,bispinosa,,,,Neumann,,,,,,Haemaphysalis bispinosa,,
,,,,,,,,,Haemaphysalis borneata Hoogstraal,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,borneata,,,,Hoogstraal,,,,,,Haemaphysalis borneata,,
,,,,,,,,,Haemaphysalis bremneri Roberts,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,bremneri,,,,Roberts,,,,,,Haemaphysalis bremneri,,
,,,,,,,,,Haemaphysalis calcarata Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,calcarata,,,,Neumann,,,,,,Haemaphysalis calcarata,,
,,,,,,,,,Haemaphysalis calvus Nuttall & Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,calvus,,,,Nuttall & Warburton,,,,,,Haemaphysalis calvus,,
,,,,,,,,,Haemaphysalis campanulata Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,campanulata,,,,Warburton,,,,,,Haemaphysalis campanulata,,
,,,,,,,,,Haemaphysalis canestrinii (Supino),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,canestrinii,,,,(Supino),,,,,,Haemaphysalis canestrinii,,
,,,,,,,,,Haemaphysalis capricornis Hoogstraal,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aborphysalis,capricornis,,,,Hoogstraal,,,,,,Haemaphysalis capricornis,,
,,,,,,,,,Haemaphysalis caucasica Olenev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,caucasica,,,,Olenev,,,,,,Haemaphysalis caucasica,,
,,,,,,,,,"Haemaphysalis celebensis Hoogstraal, Trapido & Kohls",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,celebensis,,,,"Hoogstraal, Trapido & Kohls",,,,,,Haemaphysalis celebensis,,
,,,,,,,,,"Haemaphysalis centropi Kohls, 1949",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,centropi,,,,"Kohls, 1949",,,,,,Haemaphysalis centropi,,
,,,,,,,,,Haemaphysalis centrosa ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,centrosa,,,,,,,,,,Haemaphysalis centrosa,,
,,,,,,,,,Haemaphysalis choprai Sharif,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,choprai,,,,Sharif,,,,,,Haemaphysalis choprai,,
,,,,,,,,,Haemaphysalis chordeilis (Packard),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aboimisalis,chordeilis,,,,(Packard),,,,,,Haemaphysalis chordeilis,,
,,,,,,,,,Haemaphysalis cinbari punctata ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,cinbari,punctata,,,,,,,,,Haemaphysalis cinbari punctata,,
,,,,,,,,,Haemaphysalis cinbari Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aboimisalis,cinbari,,,,Koch,,,,,,Haemaphysalis cinbari,,
,,,,,,,,,Haemaphysalis colesbergensis Apanaskevich & Horak 2008,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,colesbergensis,,,,Apanaskevich & Horak 2008,,,,,,Haemaphysalis colesbergensis,,
,,,,,,,,,Haemaphysalis concin Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,concin,,,,Koch,,,,,,Haemaphysalis concin,,
,,,,,,,,,"Haemaphysalis conrnigeria shimoga Trapido & Hoogstraal, 1964",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,conrnigeria,shimoga,,,"Trapido & Hoogstraal, 1964",,,,,,Haemaphysalis conrnigeria shimoga,,
,,,,,,,,,Haemaphysalis cooleyi Bedford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,cooleyi,,,,Bedford,,,,,,Haemaphysalis cooleyi,,
,,,,,,,,,Haemaphysalis cornigera cornigera Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,cornigera,cornigera,,,Neumann,,,,,,Haemaphysalis cornigera cornigera,,
,,,,,,,,,"Haemaphysalis cornigera shimoga Trapido & Hoogstraal, 1964",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,cornigera,shimoga,,,"Trapido & Hoogstraal, 1964",,,,,,Haemaphysalis cornigera shimoga,,
,,,,,,,,,Haemaphysalis cornigera Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,cornigera,,,,Neumann,,,,,,Haemaphysalis cornigera,,
,,,,,,,,,"Haemaphysalis cornupunctata Hoogstraal & Varma, 1962",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aboimisalis,cornupunctata,,,,"Hoogstraal & Varma, 1962",,,,,,Haemaphysalis cornupunctata,,
,,,,,,,,,Haemaphysalis cuspidata Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,cuspidata,,,,Warburton,,,,,,Haemaphysalis cuspidata,,
,,,,,,,,,"Haemaphysalis danieli CERNY& Hoogstraal, 1977",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,danieli,,,,"CERNY& Hoogstraal, 1977",,,,,,Haemaphysalis danieli,,
,,,,,,,,,Haemaphysalis darjeeling Hoogstraal & Dhanda,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,darjeeling,,,,Hoogstraal & Dhanda,,,,,,Haemaphysalis darjeeling,,
,,,,,,,,,"Haemaphysalis davisi Hoogstraal, Dhanda & Bhat",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,davisi,,,,"Hoogstraal, Dhanda & Bhat",,,,,,Haemaphysalis davisi,,
,,,,,,,,,Haemaphysalis dentatus (Packard),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Gonixodes,dentatus,,,,(Packard),,,,,,Haemaphysalis dentatus,,
,,,,,,,,,Haemaphysalis doenitzi Warburton & Nuttall,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,doenitzi,,,,Warburton & Nuttall,,,,,,Haemaphysalis doenitzi,,
,,,,,,,,,Haemaphysalis elliptica ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,elliptica,,,,,,,,,,Haemaphysalis elliptica,,
,,,,,,,,,Haemaphysalis elongata Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Elongiphysalis,elongata,,,,Neumann,,,,,,Haemaphysalis elongata,,
,,,,,,,,,Haemaphysalis ericei Pavesi,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,ericei,,,,Pavesi,,,,,,Haemaphysalis ericei,,
,,,,,,,,,Haemaphysalis ericei turanica Pospelova-Shtrom,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,ericei,turanica,,,Pospelova-Shtrom,,,,,,Haemaphysalis ericei turanica,,
,,,,,,,,,Haemaphysalis ericei ericei Pavesi,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,ericei,ericei,,,Pavesi,,,,,,Haemaphysalis ericei ericei,,
,,,,,,,,,Haemaphysalis ethiopica Santos & Dias,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,ethiopica,,,,Santos & Dias,,,,,,Haemaphysalis ethiopica,,
,,,,,,,,,"Haemaphysalis eupleres Hoogstraal, Kohls & Trapido",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,eupleres,,,,"Hoogstraal, Kohls & Trapido",,,,,,Haemaphysalis eupleres,,
,,,,,,,,,Haemaphysalis flava Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,flava,,,,Neumann,,,,,,Haemaphysalis flava,,
,,,,,,,,,Haemaphysalis formosensis Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aborphysalis,formosensis,,,,Neumann,,,,,,Haemaphysalis formosensis,,
,,,,,,,,,"Haemaphysalis fossae Hoogstraal, 1953",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,fossae,,,,"Hoogstraal, 1953",,,,,,Haemaphysalis fossae,,
,,,,,,,,,Haemaphysalis fujisa Kitaoka,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,fujisa,,,,Kitaoka,,,,,,Haemaphysalis fujisa,,
,,,,,,,,,Haemaphysalis garhwalensis Dhanda & Bhat,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Allophysalis,garhwalensis,,,,Dhanda & Bhat,,,,,,Haemaphysalis garhwalensis,,
,,,,,,,,,Haemaphysalis goral Hoogstraal,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,goral,,,,Hoogstraal,,,,,,Haemaphysalis goral,,
,,,,,,,,,Haemaphysalis haemaphysalis ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,haemaphysalis,,,,,,,,,,Haemaphysalis haemaphysalis,,
,,,,,,,,, ,1939,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,heinrichi,,,,SCHULZE,1939,,,,,,Haemaphysalis heinrichi
,,,,,,,,,Haemaphysalis himalaya Hoogstraal,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Herpetobia,himalaya,,,,Hoogstraal,,,,,,Haemaphysalis himalaya,,
,,,,,,,,,"Haemaphysalis hirsuta Hoogstraal, Trapido & Kohls",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,hirsuta,,,,"Hoogstraal, Trapido & Kohls",,,,,,Haemaphysalis hirsuta,,
,,,,,,,,,Haemaphysalis hispanica Gil & Collado,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,hispanica,,,,Gil & Collado,,,,,,Haemaphysalis hispanica,,
,,,,,,,,,Haemaphysalis hoodi Warburton & Nuttall,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,hoodi,,,,Warburton & Nuttall,,,,,,Haemaphysalis hoodi,,
,,,,,,,,,Haemaphysalis hoogstraali Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,hoogstraali,,,,Kohls,,,,,,Haemaphysalis hoogstraali,,
